,Unnamed: 0,date,image_url,news_url,sentiment,source_name,text,tickers,title,topics,type
1378,1378,"Tue, 30 Jun 2020 06:56:53 -0400",https://cdn.snapi.dev/images/v1/j/5/105940460-1559231679482img-5189.jpg,https://247wallst.com/investing/2020/06/30/why-amazon-is-worlds-most-valuable-brand-followed-by-apple-and-microsoft/,Positive,24/7 Wall Street,"Amazon has a brand value of $416 billion. Apple ranks second at $353 million, followed by Microsoft at $326 billion and Google at $323 billion.","['AMZN', 'MSFT', 'AAPL']","Why Amazon Is World’s Most Valuable Brand, Followed by Apple and Microsoft",[],Article
1379,1379,"Tue, 30 Jun 2020 05:33:45 -0400",https://cdn.snapi.dev/images/v1/i/x/fb4.jpg,https://www.benzinga.com/news/20/06/16441499/microsoft-paused-advertisement-on-facebook-instagram-globally-expressing-concerns-over-inappropriate,Negative,Benzinga,Microsoft Corporation (NASDAQ: MSFT) in May paused all advertisements on Facebook Inc.,"['FB', 'MSFT']","Microsoft Paused Advertisement On Facebook, Instagram Globally, Expressing Concerns Over Inappropriate Content",[],Article
1380,1380,"Mon, 29 Jun 2020 16:46:16 -0400",https://cdn.snapi.dev/images/v1/z/p/105359522-1532725827477gettyimages-962154428.jpeg,https://seekingalpha.com/article/4356255-microsoft-to-buy-not-to-buy-not-really-question,Positive,Seeking Alpha,The company has a near-bulletproof recurring revenue stream.,['MSFT'],Microsoft: To Buy Or Not To Buy? That's Not Really The Question,[],Article
1381,1381,"Mon, 29 Jun 2020 16:09:44 -0400",https://cdn.snapi.dev/images/v1/1/0/106594378-1593215422969gettyimages-962154338.jpeg,https://www.cnbc.com/2020/06/29/microsoft-closed-mixer-after-it-failed-to-keep-up-with-amazon-twitch.html,Neutral,CNBC,"Microsoft tried a variety of tactics to grow Mixer, but ultimately shuttered the service to focus on other gaming products that have better prospects.",['MSFT'],Microsoft's withdrawal from livestreaming games fits recent trend of 'not chasing good money after bad',[],Article
1382,1382,"Mon, 29 Jun 2020 15:34:58 -0400",https://cdn.snapi.dev/images/v1/7/m/chc0cw-ghts-1.jpg,https://www.geekwire.com/2020/microsoft-reportedly-suspending-advertising-facebook-instagram/,Neutral,GeekWire,"Microsoft has paused advertising on Facebook and Instagram worldwide due to concerns about content surfaced alongside ads, according to Axios.","['FB', 'MSFT']",Microsoft is reportedly suspending advertising on Facebook and Instagram,[],Article
1383,1383,"Mon, 29 Jun 2020 12:00:00 -0400",https://cdn.snapi.dev/images/v1/z/y/micr2.jpg,https://www.fool.com/investing/2020/06/29/microsoft-is-quietly-becoming-a-cybersecurity-powe.aspx,Positive,The Motley Fool,But will its walled garden convince companies to dump third-party security services?,['MSFT'],Microsoft Is Quietly Becoming a Cybersecurity Powerhouse,[],Article
1384,1384,"Mon, 29 Jun 2020 10:54:00 -0400",https://cdn.snapi.dev/images/v1/e/f/105109510-microsoft-ceo-satya-nadella530x298.jpg,https://www.zacks.com/stock/news/994673/microsoft-msft-closes-physical-stores-takes-digital-path,Negative,Zacks Investment Research,Microsoft (MSFT) to close brick-and-mortar outlets as a part of rethinking digital retail strategy. The company is touted to have acceded to dominance enjoyed by Apple Stores.,['MSFT'],"Microsoft (MSFT) Closes Physical Stores, Takes Digital Path",[],Article
1385,1385,"Mon, 29 Jun 2020 10:50:00 -0400",https://cdn.snapi.dev/images/v1/l/b/bank14-2.jpg,https://www.zacks.com/stock/news/994453/hitachi-microsoft-to-facilitate-business-process-automation,Positive,Zacks Investment Research,"Hitachi's (HTHIY) multi-year partnership with Microsoft will help business entities to automate operational facilities, realize higher logistics efficiency and reduce costs.","['HTHIY', 'MSFT']",Hitachi & Microsoft to Facilitate Business Process Automation,[],Article
1386,1386,"Sun, 28 Jun 2020 13:00:00 -0400",https://cdn.snapi.dev/images/v1/y/x/86.jpg,https://www.fool.com/investing/2020/06/28/microsoft-is-giving-up-on-retail.aspx,Negative,The Motley Fool,"After over a decade of trying to chase Apple's retail success, the software giant is throwing in the towel.",['MSFT'],Microsoft Is Giving Up on Retail,[],Article
1387,1387,"Sat, 27 Jun 2020 15:27:00 -0400",https://cdn.snapi.dev/images/v1/9/y/urlhttps3a2f2fgfoolcdncom2feditorial2fimages2f5796842fgetty-mans-hands-counting-moneyjpgw700opresize.jpg,https://www.fool.com/investing/2020/06/27/roundtable-5-top-dividend-stocks-to-buy-right-now.aspx,Positive,The Motley Fool,These top picks can help your portfolio outperform.,"['AXP', 'BIP', 'CWEN', 'MSFT', 'WTRG']",Roundtable: 5 Top Dividend Stocks to Buy Right Now,['dividend'],Article
1388,1388,"Sat, 27 Jun 2020 14:28:34 -0400",https://cdn.snapi.dev/images/v1/i/7/m02d20200611t2i1521939835rlynxmpeg5a1opw640.jpg,https://www.geekwire.com/2020/mixer-co-founder-microsoft-pulling-plug-twitchs-market-power-startup-journey/,Neutral,GeekWire,"Matt Salsamendi was barely old enough to drive when he and James Boehm founded a game-streaming startup called Beam Interactive, based on technology that they had developed in their spare time for themselves and their friends.",['MSFT'],"Mixer co-founder on Microsoft pulling the plug, Twitch’s market power, and his startup journey",[],Article
1389,1389,"Sat, 27 Jun 2020 11:23:48 -0400",https://cdn.snapi.dev/images/v1/a/d/podc8.jpg,https://www.geekwire.com/2020/geekwire-podcast-microsofts-retail-bombshell-amazons-robotaxi-deal-trump-vs-tech/,Neutral,GeekWire,Here’s what we’re talking about on the GeekWire Podcast this week.,"['AMZN', 'MSFT']","GeekWire Podcast: Microsoft’s retail bombshell; Amazon’s robotaxi deal; and Trump vs. tech, again",['podcast'],Article
1390,1390,"Fri, 26 Jun 2020 17:20:30 -0400",https://cdn.snapi.dev/images/v1/u/t/microsoft-exits-retail-what-are-the-implications-for-other-brands.jpg,https://www.forbes.com/sites/neilstern/2020/06/26/microsoft-exits-retail-what-are-the-implications-for-other-brands/,Negative,Forbes,"Microsoft has announced that they are closing all 83 of their retail stores, both in the US and around the world, taking a $450 million charge associated with this move.",['MSFT'],Microsoft Exits Retail: What Are The Implications For Other Brands?,[],Article
1391,1391,"Fri, 26 Jun 2020 15:03:04 -0400",https://cdn.snapi.dev/images/v1/w/k/microsoft-permanently-closes-all-physical-stores-takes-a-450-million-hit.jpg,https://www.forbes.com/sites/elanagross/2020/06/26/microsoft-permanently-closes-all-physical-stores-takes-a-450-million-hit/,Negative,Forbes,Retail employees will work from Microsoft corporate facilities and provide support remotely.,['MSFT'],"Microsoft Permanently Closes All Physical Stores, Takes A $450 Million Hit",[],Article
1392,1392,"Fri, 26 Jun 2020 14:44:35 -0400",https://cdn.snapi.dev/images/v1/7/e/microsoft-store-closures-are-a-signal-about-the-future-of-retail.jpg,https://www.forbes.com/sites/richardkestenbaum/2020/06/26/microsoft-store-closures-are-a-signal-about-the-future-of-retail/,Negative,Forbes,"Microsoft's announcement closing all its stores isn't bad news, it's about how retail is changing.",['MSFT'],Microsoft Store Closures Are A Signal About The Future Of Retail,[],Article
1393,1393,"Fri, 26 Jun 2020 14:16:34 -0400",https://cdn.snapi.dev/images/v1/p/w/105820487-1553804775384gettyimages-1127719626.jpeg,https://deadline.com/2020/06/microsoft-closing-all-retail-stores-1202971040/,Negative,Deadline,"In a major shift in its approach to retail, Microsoft said Friday it’s closing all its physical stores in a move that will result in a pretax charge of $450 million for the June quarter. The charge, of 0.05 cents per share, includes primarily asset write-offs and impairments. The stores have been shuttered since late",['MSFT'],Microsoft Is Closing All Retail Stores: Locations Shuttered Since March Not Reopening,[],Article
1394,1394,"Fri, 26 Jun 2020 13:31:32 -0400",https://cdn.snapi.dev/images/v1/l/r/building-1011876-1920-29.jpg,https://nypost.com/2020/06/26/microsoft-to-permanently-close-most-of-its-physical-stores/,Negative,New York Post,"Microsoft said Friday it is permanently closing nearly all of its physical stores around the world. Like other retailers, the software and computing giant, co-founded by now-philanthropist Bill gates, had to temporarily close stores in late March due to the COVID-19 pandemic.",['MSFT'],Microsoft to permanently close most of its physical stores,[],Article
1395,1395,"Fri, 26 Jun 2020 13:01:00 -0400",https://cdn.snapi.dev/images/v1/y/3/86.jpg,https://www.fool.com/investing/2020/06/26/microsoft-is-permanently-closing-all-retail-stores.aspx,Negative,The Motley Fool,"The software titan will not reopen its 82 retail stores, which are currently closed due to COVID-19 policies.",['MSFT'],Microsoft Is Permanently Closing Nearly All Retail Stores,[],Article
1396,1396,"Fri, 26 Jun 2020 12:41:42 -0400",https://cdn.snapi.dev/images/v1/q/a/microsoft-permanently-closing-retail-stores-focusing-on-online-retail.jpg,https://www.youtube.com/watch?v=JAEge_m3uYo,Negative,CNBC Television,CNBC's Josh Lipton reports on Microsoft's decision to permanently close its retail locations.,['MSFT'],"Microsoft permanently closing retail stores, focusing on online retail",[],Video
1397,1397,"Fri, 26 Jun 2020 12:24:00 -0400",https://cdn.snapi.dev/images/v1/r/p/m02d20200626t2i1523765617w940fhfwllplsqrlynxmpeg5p1b1.jpg,https://www.reuters.com/article/us-health-coronavirus-microsoft/microsoft-to-close-physical-stores-take-450-million-hit-idUSKBN23X1YN,Negative,Reuters,Microsoft Corp said on Friday it would close its retail stores and take a related pretax asset impairment charge of $450 million in the current quarter.,['MSFT'],"Microsoft to close physical stores, take $450 million hit",[],Article
1398,1398,"Fri, 26 Jun 2020 11:28:33 -0400",https://cdn.snapi.dev/images/v1/p/o/poster-microsoft-closing-retail-stores.jpg,https://www.fastcompany.com/90521801/microsoft-joins-the-list-of-retail-casualties-with-plan-to-close-almost-every-store,Negative,Fast Company,Microsoft is backing away from retail. The technology giant announced today that it’s permanently shuttering almost all its physical retail stores.,['MSFT'],Microsoft joins the list of retail casualties with plan to close almost every store,[],Article
1399,1399,"Fri, 26 Jun 2020 10:48:13 -0400",https://cdn.snapi.dev/images/v1/1/1/111809030-s-740x416.jpg,https://invezz.com/news/2020/06/26/microsoft-says-it-will-permanently-shut-down-its-retail-locations/,Negative,Invezz,"In an announcement on Friday, Microsoft (NASDAQ: MSFT) said it has decided in favour of permanently shutting down its retail locations. The U.S. tech giant expressed plans of shifting its focus to the online store (Microsoft.com) that will now serve the customers as a hub for support, training, sales, and more.",['MSFT'],Microsoft says it will permanently shut down its retail locations,[],Article
1400,1400,"Fri, 26 Jun 2020 10:48:02 -0400",https://cdn.snapi.dev/images/v1/t/4/tj-ouc2xqycv-5.jpg,https://www.cnn.com/2020/06/26/tech/microsoft-stores-closing/index.html,Negative,CNN Business,Microsoft is getting out of the brick-and-mortar retail business.,['MSFT'],Microsoft is closing all of its stores,[],Article
1401,1401,"Fri, 26 Jun 2020 09:51:34 -0400",https://cdn.snapi.dev/images/v1/s/d/49528304-1534881499447168-origin.png,https://www.cnet.com/news/microsoft-to-close-most-of-its-retail-stores-turn-flagships-into-experience-centers/,Negative,CNET,"Locations that will survive include London, New York City, Sydney, and Redmond.",['MSFT'],"Microsoft to close most of its retail stores, turn flagships into 'Experience Centers'",[],Article
1402,1402,"Fri, 26 Jun 2020 09:49:29 -0400",https://cdn.snapi.dev/images/v1/8/f/mico2.jpg,https://techcrunch.com/2020/06/26/nearly-all-of-microsofts-retail-stores-will-close-for-good/,Negative,TechCrunch,"As other retailers begin the slow, cautious move to reopen, Microsoft has announced that will be permanently shutting down the vast majority of its retail stores. There are some exceptions, including flagships in urban hubs including London, New York City, Sydney and its own campus in Redmond, Washington, but the remainder of the locations are […]",['MSFT'],Nearly all of Microsoft’s retail stores will close for good,[],Article
1403,1403,"Fri, 26 Jun 2020 09:48:44 -0400",https://cdn.snapi.dev/images/v1/1/a/microsoft-announces-it-will-permanently-close-all-its-retail-stores.jpg,https://www.youtube.com/watch?v=b-LITo3YB_I,Negative,CNBC Television,Microsoft announced on Friday it will permanently close its Microsoft Store retail locations.,['MSFT'],Microsoft announces it will permanently close all its retail stores,[],Video
1404,1404,"Fri, 26 Jun 2020 09:32:59 -0400",https://cdn.snapi.dev/images/v1/e/o/eonixenu0aa1m7s-768x576.jpeg,https://www.geekwire.com/2020/microsoft-permanently-close-physical-retail-locations-will-incur-pre-tax-charge-450m/,Negative,GeekWire,"So long, Microsoft Stores.",['MSFT'],Microsoft to permanently close physical retail locations; will incur pre-tax charge of $450M,[],Article
1405,1405,"Fri, 26 Jun 2020 09:16:08 -0400",https://cdn.snapi.dev/images/v1/1/0/102978357-1563479094955msft.jpg,https://www.cnbc.com/2020/06/26/microsoft-to-close-retail-stores.html,Negative,CNBC,"Microsoft said the closing of its physical locations will ""result in a pre-tax charge of approximately $450 million, or $0.05 per share,"" which it will record in the current quarter ended June 30.",['MSFT'],Microsoft is permanently closing its retail stores,[],Article
1406,1406,"Fri, 26 Jun 2020 09:13:13 -0400",https://cdn.snapi.dev/images/v1/m/i/microsoft-logo-msft-1092.jpg,https://www.marketwatch.com/story/microsoft-to-close-its-physical-stores-take-450-million-charge-2020-06-26,Negative,Market Watch,"Microsoft Corp. said Friday it will close all of its physical store locations, as part of the software and cloud giant's new approach to retail.",['MSFT'],"Microsoft to close its physical stores, take $450 million charge",[],Article
1407,1407,"Fri, 26 Jun 2020 08:53:00 -0400",https://cdn.snapi.dev/images/v1/c/j/software44.jpg,https://www.zacks.com/stock/news/993083/add-4-stocks-to-watchlist-on-evolving-use-cases-of-blockchain,Positive,Zacks Investment Research,Democratization of blockchain is poised to hit new high with coronavirus crisis induced demand of offerings based on the next-gen technology.,"['DOCU', 'IBM', 'SHOP', 'MSFT']",Add 4 Stocks to Watchlist on Evolving Use Cases of Blockchain,[],Article
1408,1408,"Fri, 26 Jun 2020 06:55:48 -0400",https://cdn.snapi.dev/images/v1/i/y/okdd234.jpg,https://www.marketwatch.com/story/these-5-giant-stocks-are-driving-the-us-market-now-but-bigger-is-not-always-better-2020-06-26,Positive,Market Watch,A story now making the rounds on Wall Street holds that the five biggest stocks represent an unprecedented share of the total U.S.,"['AAPL', 'AMZN', 'GOOG', 'GOOGL', 'MSFT']","Mark Hulbert: These 5 giant stocks are driving the U.S. market now, but bigger is not always better",[],Article
1409,1409,"Thu, 25 Jun 2020 19:07:37 -0400",https://cdn.snapi.dev/images/v1/d/w/dwwed22.jpg,https://www.youtube.com/watch?v=dzUBt61NvUw,Positive,CNBC Television,"""Many of today's winners were the usual suspects that benefit from the pandemic,"" the ""Mad Money"" host said.","['AAPL', 'AMZN', 'CLX', 'CRWD', 'ETSY', 'FB', 'GOOG', 'GOOGL', 'MKC', 'MSFT', 'RNG', 'SHOP', 'TWLO', 'WIX', 'ZM', 'ZS']",Jim Cramer: Texas' reopening pause fired up the stay-at-home stocks,"['cramer', 'madmoney']",Video
1410,1410,"Thu, 25 Jun 2020 10:57:56 -0400",https://cdn.snapi.dev/images/v1/j/v/5-core-dividend-stocks-for-the-do-it-yourself-investor.jpg,https://www.forbes.com/sites/moneyshow/2020/06/25/5-core-dividend-stocks-for-the-do-it-yourself-investor/,Positive,Forbes,"In my opinion it is fairly simple to start as a do-it-yourself dividend growth investor. It really comes down to three basic principles: save, knowledge, and invest, asserts Prakash Kolli, a contributor to Money Show.com and the editor of Dividend Power.","['JNJ', 'LMT', 'MMM', 'MSFT', 'PG']",5 Core Dividend Stocks For The Do-It-Yourself Investor,['dividend'],Article
1411,1411,"Thu, 25 Jun 2020 10:24:04 -0400",https://cdn.snapi.dev/images/v1/3/w/stm8-1.jpg,https://investorplace.com/2020/06/why-you-can-blame-cloud-stocks-for-the-next-market-crash/,Neutral,InvestorPlace,"In 2020 the market is recognizing the financial power of cloud data centers, bidding the five biggest owners of them to the sky.","['AAPL', 'AMZN', 'FB', 'GOOG', 'GOOGL', 'MSFT']",Why You Will Blame Cloud Stocks for the Next Market Crash,[],Article
1412,1412,"Thu, 25 Jun 2020 10:03:00 -0400",https://cdn.snapi.dev/images/v1/n/2/mw-hd730-micros-20190211130930-zh-2.jpg,https://www.zacks.com/stock/news/992407/nasdaq-ndaq-unveils-saas-platform-partners-with-microsoft,Positive,Zacks Investment Research,"Nasdaq (NDAQ) introduces Marketplace Services Platform, which supports transactions like tokenized assets and loyalty points.",['MSFT'],"Nasdaq (NDAQ) Unveils SaaS Platform, Partners With Microsoft",[],Article
1413,1413,"Thu, 25 Jun 2020 09:10:00 -0400",https://cdn.snapi.dev/images/v1/p/f/m02d20190604t2i1394340894rlynxnpef531nxw640.jpg,https://www.zacks.com/stock/news/992338/tech-giants-increase-green-investments-4-stocks-in-focus,Positive,Zacks Investment Research,"Tech giants like Amazon (AMZN), Alphabet's (GOOGL) Google, Microsoft (MSFT), among others, are increasing green investments to focus on decarbonization.","['AAPL', 'AMZN', 'GOOGL', 'MSFT']",Tech Giants Increase Green Investments: 4 Stocks in Focus,[],Article
1414,1414,"Thu, 25 Jun 2020 08:48:00 -0400",https://cdn.snapi.dev/images/v1/l/n/software44.jpg,https://www.zacks.com/stock/news/992305/edtech-gains-prominence-amid-coronavirus-tech-giants-to-watch,Positive,Zacks Investment Research,Edtech gains steam owing to growing proliferation of online learning during the pandemic. Tech giants like Alphabet (GOOGL) and Microsoft among other are making strong efforts to capitalise on it.,"['ADBE', 'AMZN', 'GOOGL', 'MSFT']",Edtech Gains Prominence Amid Coronavirus: Tech Giants to Watch,[],Article
1415,1415,"Thu, 25 Jun 2020 08:37:17 -0400",https://cdn.snapi.dev/images/v1/j/w/mi8-3.jpg,https://investorplace.com/2020/06/avoid-looking-at-microsoft-stock-as-a-contact-tracing-play/,Positive,InvestorPlace,"Although some investors might have hopped aboard the contact tracing app hype train, there are better reasons to buy Microsoft stock than its involvement here.
The post Avoid Looking at Microsoft Stock as a Contact-Tracing Play appeared first on InvestorPlace.",['MSFT'],Avoid Looking at Microsoft Stock as a Contact-Tracing Play,[],Article
1416,1416,"Thu, 25 Jun 2020 07:01:29 -0400",https://cdn.snapi.dev/images/v1/d/e/de3r42.jpg,https://www.marketwatch.com/story/here-are-tech-companies-plans-for-increasing-diversity-amid-protests-over-racial-inequality-2020-06-25,Positive,Market Watch,"Sparked by social protests over systemic racism, the tech industry is laying out concrete plans to increase diversity within their workforces. Here are the plans that have been publicly announced by some of the biggest names in technology.","['AAPL', 'FB', 'GOOG', 'GOOGL', 'HPE', 'INTC', 'MSFT', 'SAP']",Here are tech companies’ plans for increasing diversity amid protests over racial inequality,[],Article
1417,1417,"Thu, 25 Jun 2020 06:15:01 -0400",https://cdn.snapi.dev/images/v1/0/k/sdfr3222-1.jpg,https://247wallst.com/investing/2020/06/25/5-most-shorted-dow-stocks-in-early-june-exxon-pfizer-and-more/,Negative,24/7 Wall Street,"It takes a certain kind of courage to short sell blue chips, such as the Dow Jones industrial average components.","['AAPL', 'INTC', 'MSFT', 'PFE', 'XOM']",The 5 Most Shorted Dow Stocks (June 25),[],Article
1418,1418,"Wed, 24 Jun 2020 12:45:00 -0400",https://cdn.snapi.dev/images/v1/u/a/urlhttps3a2f2fgfoolcdncom2feditorial2fimages2f5798402fgettyimages-1157159217jpgw700opresize.jpg,https://www.fool.com/investing/2020/06/24/microsoft-kills-mixer-but-it-isnt-good-news-for-am.aspx,Neutral,The Motley Fool,Two of Twitch’s top rivals just joined forces.,"['AMZN', 'MSFT']","Microsoft Kills Mixer, But It Isn’t Good News for Amazon’s Twitch",[],Article
1419,1419,"Wed, 24 Jun 2020 11:22:16 -0400",https://cdn.snapi.dev/images/v1/s/o/soskdcdw232.jpg,https://www.benzinga.com/news/20/06/16365970/trumps-employment-visa-suspension-under-fire-from-business-and-tech-leaders,Neutral,Benzinga,Several business leaders are voicing their criticism against President Donald Trump’s decision to halt employment-based immigration to the United States.,"['AAPL', 'FB', 'GOOG', 'GOOGL', 'MSFT', 'TSLA']",Trump's Employment Visa Suspension Under Fire From Business And Tech Leaders,[],Article
1420,1420,"Wed, 24 Jun 2020 11:12:25 -0400",https://cdn.snapi.dev/images/v1/k/c/micr88.jpg,https://investorplace.com/2020/06/microsoft-stock-all-time-highs-time-to-short/,Positive,InvestorPlace,Microsoft stock just hit an all-time high and is at record valuations. Here's how you should position yourself for an inevitable pullback.,['MSFT'],Here’s How to Trade Microsoft Stock at All-Time Highs,[],Article
1421,1421,"Wed, 24 Jun 2020 10:09:00 -0400",https://cdn.snapi.dev/images/v1/h/k/mir92.jpg,https://www.zacks.com/stock/news/991744/microsoft-msft-takes-initiatives-to-curb-racial-inequity,Neutral,Zacks Investment Research,Microsoft (MSFT) aims to address racial inequity in the United States with its multiyear commitments and additional $150 million investment to boost diversity and inclusion.,['MSFT'],Microsoft (MSFT) Takes Initiatives to Curb Racial Inequity,[],Article
1422,1422,"Wed, 24 Jun 2020 09:28:41 -0400",https://cdn.snapi.dev/images/v1/u/r/urlhttps3a2f2fgfoolcdncom2feditorial2fimages2f5614922fesports-video-gamesjpgw700opresize.jpg,https://investorplace.com/2020/06/fun-games-for-serious-growth-income/,Positive,InvestorPlace,Demand for gaming across all devices was up 19% in its universe of surveyed households through April.,"['ATVI', 'MSFT']",Fun & Games for Serious Growth & Income,[],Article
1423,1423,"Wed, 24 Jun 2020 09:00:00 -0400",https://cdn.snapi.dev/images/v1/z/m/urlhttps3a2f2fgfoolcdncom2feditorial2fimages2f5797942fasian-livestreamerjpgw700opresize.jpg,https://www.fool.com/investing/2020/06/24/microsoft-throws-in-the-towel-on-live-streaming.aspx,Negative,The Motley Fool,The software juggernaut is shuttering Mixer even after spending lavishly on exclusivity deals.,['MSFT'],Microsoft Throws in the Towel on Live-Streaming,[],Article
1424,1424,"Wed, 24 Jun 2020 08:29:39 -0400",https://cdn.snapi.dev/images/v1/m/q/harrington-fang-names-arent-necessarily-overvalued-but-theyve-had-more-than-their-share-of-out.jpg,https://www.youtube.com/watch?v=5c33bcknmto,Neutral,CNBC Television,"Jenny Harrington, chief executive officer and portfolio manager at Gilman Hill Asset Management, talks the consistent out performance of FANG stocks and the broader tech sector.","['AAPL', 'AMZN', 'FB', 'GOOG', 'GOOGL', 'MSFT']","Harrington: FANG names aren't necessarily overvalued, but ""they've had more than their share of out",[],Video
1425,1425,"Tue, 23 Jun 2020 20:29:51 -0400",https://cdn.snapi.dev/images/v1/e/3/brnazwgp8w0v-5.jpg,https://www.cnbc.com/2020/06/24/microsoft-asia-president-ahmed-mazhari-on-business-outlook.html,Neutral,CNBC,"Ahmed Mazhari recently completed his first 100 days at the helm of Microsoft's Asia business, after replacing Ralph Haupter in February.",['MSFT'],Microsoft's new Asia boss outlines business priorities in the age of coronavirus,[],Article
1426,1426,"Tue, 23 Jun 2020 16:30:00 -0400",https://cdn.snapi.dev/images/v1/s/u/stock-market-today-062320.jpg,https://www.kiplinger.com/investing/600942/stock-market-today-062320-tech-stocks-new-highs,Positive,Kiplinger,"Market data overshadowed medical data Tuesday as stocks made their way higher, again on the back of the relentless technology sector.","['AAPL', 'FB', 'MSFT', 'PTON']",Stock Market Today: Tech Stocks Keep Raising the Ceiling,[],Article
1427,1427,"Tue, 23 Jun 2020 15:34:00 -0400",https://cdn.snapi.dev/images/v1/l/s/stock-exchagne.jpeg,https://www.zacks.com/stock/news/991308/3-dividend-tech-stocks-to-buy-now-as-nasdaq-hits-new-all-time-highs,Positive,Zacks Investment Research,The Nasdaq Composite touched a new all-time intraday high Tuesday. So let's look at three tech stocks that provide exposure to growth and pay a dividend amid these still uncertain times.,"['AMAT', 'LRCX', 'MSFT']",3 Dividend Tech Stocks to Buy Now as Nasdaq Hits New All-Time Highs,['dividend'],Article
1428,1428,"Tue, 23 Jun 2020 15:08:10 -0400",https://cdn.snapi.dev/images/v1/s/o/sodw212wedf.jpg,https://www.youtube.com/watch?v=9vVRX8G9_EM,Positive,CNBC Television,Ritholtz Wealth Management's Josh Brown and Hightower Treasury Partners CIO Richard Saperstein discuss the continued outperformance of mega-cap technology and growth stocks.,"['AAPL', 'AMZN', 'FB', 'GOOG', 'GOOGL', 'MSFT', 'QQEW', 'SHOP', 'SPOT', 'ZM']",Ritholtz's Josh Brown on the NASDAQ stocks 'going parabolic',[],Video
1429,1429,"Tue, 23 Jun 2020 14:21:00 -0400",https://cdn.snapi.dev/images/v1/i/h/m02d20200623t2i1523236215w940fhfwllplsqrlynxmpeg5m1rl.jpg,https://www.reuters.com/article/us-microsoft-race/microsoft-adds-to-diversity-investment-aims-to-increase-number-of-black-employees-idUSKBN23U2ZM,Positive,Reuters,"Microsoft Corp on Tuesday set a five-year diversity goal to address racial inequality at its offices, following protests over police brutality against African Americans in the United States.",['MSFT'],"Microsoft adds to diversity investment, aims to increase number of Black employees",[],Article
1430,1430,"Tue, 23 Jun 2020 13:53:06 -0400",https://cdn.snapi.dev/images/v1/2/0/20190506-microsoft-build-411-768x512.jpg,https://www.geekwire.com/2020/microsoft-vows-use-financial-strength-fuel-societal-change-sweeping-racial-justice-plan/,Positive,GeekWire,"Over the next three years, Microsoft says it will double its number of Black-owned suppliers and spend an incremental $500 million with those companies; double its investment activity with Black-owned financial institutions, including a $100 million FDIC program; and establish a $50 million investment fund to support Black-owned small businesses.",['MSFT'],Microsoft vows to use financial strength to fuel societal change in sweeping racial justice plan,[],Article
1431,1431,"Tue, 23 Jun 2020 12:17:16 -0400",https://cdn.snapi.dev/images/v1/e/i/faamh23-1.jpg,https://www.geekwire.com/2020/tech-leaders-slam-trumps-temporary-work-visa-ban/,Neutral,GeekWire,Leaders from across U.S. technology industry are condemning new restrictions on employment-based visas imposed by President Donald Trump this week.,"['AAPL', 'AMZN', 'CRM', 'GOOG', 'GOOGL', 'MSFT', 'TSLA', 'TWTR']",Tech leaders slam Trump’s temporary work visa ban,[],Article
1432,1432,"Tue, 23 Jun 2020 10:51:35 -0400",https://cdn.snapi.dev/images/v1/s/o/soslw234r.jpg,https://www.marketwatch.com/story/tech-backed-group-blasts-trumps-order-on-work-visas-as-full-frontal-attack-on-american-innovation-and-our-nations-ability-to-benefit-from-attracting-talent-2020-06-23,Neutral,Market Watch,Business groups are reacting to the Trump administration’s order targeting work visas.,"['FB', 'GOOG', 'GOOGL', 'INTC', 'MSFT']",Key Words: Tech-backed group blasts Trump’s order on work visas as ‘full-frontal attack on American innovation and our nation’s ability to benefit from attracting talent’,[],Article
1433,1433,"Tue, 23 Jun 2020 10:34:00 -0400",https://cdn.snapi.dev/images/v1/r/i/data-internet39-2.jpg,https://www.zacks.com/stock/news/991120/microsoft-msft-to-shut-mixer-move-users-to-facebook-gaming,Negative,Zacks Investment Research,"Microsoft (MSFT) is abandoning livestreaming gaming service, Mixer, and redirect users to Facebook Gaming beginning Jul 22.",['MSFT'],"Microsoft (MSFT) to Shut Mixer, Move Users to Facebook Gaming",[],Article
1434,1434,"Tue, 23 Jun 2020 10:30:00 -0400",https://cdn.snapi.dev/images/v1/u/i/microsoft-6.jpg,https://www.zacks.com/stock/news/991122/microsoft-msft-to-acquire-cyberx-to-power-azure-iot-security,Neutral,Zacks Investment Research,"Microsoft (MSFT) is set to acquire CyberX, with an aim to integrate Azure IoT portfolio with robust security capabilities.",['MSFT'],Microsoft (MSFT) to Acquire CyberX to Power Azure IoT Security,['manda'],Article
1435,1435,"Tue, 23 Jun 2020 10:00:00 -0400",https://cdn.snapi.dev/images/v1/p/o/podc1-5.jpg,https://www.fool.com/investing/2020/06/23/how-covid-19-has-changed-cybersecurity.aspx,Positive,The Motley Fool,Cybersecurity products are seeing rapid adoption and their stocks have also done well -- is this all sustainable?,"['CIK', 'CRWD', 'GOOG', 'GOOGL', 'GS', 'MSFT', 'PANW', 'SHOP', 'SNE', 'SQ', 'TWTR', 'VZ', 'ZM', 'ZS']",How COVID-19 Has Changed Cybersecurity,['podcast'],Article
